,NameImage,centroid-0,centroid-1,area,area_bbox,area_convex,area_filled,bbox-0,bbox-1,bbox-2,bbox-3,centroid_local-0,centroid_local-1,eccentricity,equivalent_diameter_area,euler_number,extent,feret_diameter_max,perimeter,perimeter_crofton,solidity,axis_major_length,axis_minor_length,AOL
24,002.png,252.441230890833,480.42975191765316,55667,111860,78766,55667,164,252,399,728,88.44123089083298,228.4297519176532,0.9101588355586001,266.22814602662186,1,0.4976488467727517,477.76249329557044,1569.8813844421313,1491.4150964231776,0.7067389482771754,451.1297005939598,186.88474281212052,"8,3"
25,008.png,292.585178688884,489.8145480916803,59293,119072,92125,59293,209,274,453,762,83.58517868888401,215.8145480916803,0.9362609138860308,274.76206493251937,1,0.4979592179521634,509.7332635800807,1569.0996385116111,1490.2812557253562,0.6436146540027137,521.2914279797819,183.13250628051614,"9,5"
26,007.png,264.68332545417707,831.6304675716441,44421,89760,71100,44421,191,619,395,1059,73.68332545417708,212.63046757164403,0.9256285435377557,237.82046551270702,1,0.4948863636363636,457.37730595209905,1309.3473298326137,1244.4133241725438,0.6247679324894515,446.090856079339,168.81565647869388,"8,06"
27,013.png,407.0935766201791,627.0350258857653,59299,112046,85108,59299,314,423,556,886,93.09357662017909,204.03502588576535,0.9260516367875662,274.7759664949801,2,0.5292379915391893,468.5381521285113,1576.8569978244918,1501.6579691129784,0.6967500117497768,487.47422885006097,183.97122784094435,"10,9"
28,021.png,691.4727242623351,1410.2795196681598,114754,291242,177795,114754,435,1096,932,1682,256.4727242623351,314.2795196681597,0.9308153398882181,382.2425024987918,2,0.3940159729709314,692.7517592904402,2220.3058787410205,2114.1709281145986,0.6454287240923535,716.3585212597882,261.8217416057633,"9,71"
29,019.png,599.8078046479563,1167.4317138658587,110242,254065,148332,110242,413,829,840,1424,186.80780464795632,338.43171386585874,0.9217355814373882,374.65247081888276,1,0.433912581426013,688.0792105564591,2167.5819612930195,2057.678076878898,0.7432111749319095,657.1053624987669,254.8378947234182,"8,04"
30,016.png,694.5536180847438,1303.3363310487587,158454,375747,219917,158454,448,885,947,1638,246.55361808474385,418.3363310487586,0.9289321659095773,449.1657810001397,1,0.421703965700325,811.3772242305055,2719.5495654486663,2581.3688786048733,0.7205172860670161,824.3200472289041,305.204462575117,"9,97"
31,030.png,779.2390464541755,1342.2394703061423,165152,400140,223237,165152,510,934,1050,1675,269.23904645417554,408.2394703061422,0.9315610574261614,458.5608545134458,1,0.412735542560104,829.1742880721761,2397.010460205265,2275.189933135317,0.7398056773742704,830.5389497497608,301.9714401550996,"7,08"
32,023.png,570.8386371479664,1138.734833669724,95623,262614,137357,95623,362,850,868,1369,208.8386371479665,288.7348336697238,0.923525713638306,348.9283378950619,1,0.36411996313981737,679.4115100585211,1894.9839815465727,1799.6316854922488,0.6961640105709939,631.6807987154219,242.27265041104678,"5,73"
33,029.png,543.5155031365376,1129.646867390109,89111,234710,118852,89111,326,850,816,1329,217.51550313653757,279.646867390109,0.929165755673314,336.837719192633,1,0.3796642665416897,637.2268042071049,1807.8418459228417,1716.6230613291757,0.7497644128832498,601.8313954046497,222.4750147673841,"6,78"
34,018.png,634.0821680649887,1398.4980454826757,127653,371979,220498,127653,312,1079,933,1678,322.0821680649887,319.4980454826757,0.9188475845205061,403.15362779476226,1,0.34317259845313847,808.1986142032167,2650.7333316327395,2515.734298811559,0.5789304211376067,768.0217623441246,303.0710765056845,"8,88"
35,015.png,752.0315336923021,1422.89978653747,166774,434125,210430,166774,474,1003,1049,1758,278.03153369230216,419.8997865374699,0.9526936351190837,460.8071742428302,1,0.3841612438813706,915.5730446010302,2264.8611819065977,2149.9045611698944,0.7925390866321342,887.8174784247333,269.83640034049574,"7,5"
36,020.png,495.0582176902042,1130.5409542794348,78258,177045,101494,78258,295,901,730,1308,200.0582176902042,229.5409542794347,0.9157964560234203,315.6599123928858,1,0.44202321443700754,562.7335070883909,1717.2316728675753,1630.7192305914575,0.7710603582477782,532.5958227168545,213.91321938586455,"7,75"
37,022.png,637.9090723587841,1380.002543379561,137219,370734,198704,137219,389,1007,935,1686,248.90907235878413,373.00254337956113,0.9301139038278841,417.98643170444456,1,0.3701279084195137,797.0376402655021,2366.0571413994912,2245.8443467645675,0.6905698929060311,772.7594003479785,283.81226339440076,"8,61"
38,014.png,737.799381384451,1556.3082988736153,150659,379050,224766,150659,508,1164,1033,1886,229.79938138445098,392.30829887361523,0.9276472367284806,437.978306049803,1,0.397464714417623,761.396742835166,2487.412480458818,2360.8964226425414,0.6702926599218743,808.5069741302561,301.94310141159247,"8,01"
39,025.png,563.4530403757797,989.2678114599108,116877,281285,169081,116877,299,675,804,1232,264.45304037577966,314.26781145991083,0.9027177256859243,385.76212653656347,1,0.4155109586362586,697.1635389203884,2210.020561473032,2098.305091862255,0.6912485731690728,660.7690524916059,284.2848617432245,"8,79"
40,024.png,713.6646750100929,1429.7494348001615,148620,363630,190283,148620,463,1047,990,1737,250.66467501009285,382.7494348001615,0.9370582710384624,435.00443806763616,1,0.4087121524626681,768.5206568466458,2073.998266896446,1968.9551711368438,0.781047177099373,788.5213763039847,275.3303889238922,"11,31"
41,028.png,409.64011804141074,810.8974675626694,62351,170884,99119,62351,254,562,613,1038,155.64011804141072,248.8974675626694,0.9181702114493087,281.7583341336723,1,0.3648732473490789,536.8239935025259,1703.9007204258874,1618.0806951653656,0.6290519476588747,511.09172383177935,202.48746065591178,"10,07"
42,027.png,546.1238470708803,1189.0878526760505,95626,241528,146749,95626,343,890,797,1422,203.12384707088032,299.08785267605043,0.9276860867700184,348.93381135230317,1,0.39592096982544467,675.6581976117807,2270.5941546018394,2155.339760104296,0.6516296533536855,638.15501956836,238.2622715455105,9
43,017.png,436.17031458382365,669.6563583588295,63735,156180,100085,63735,265,447,645,858,171.17031458382365,222.65635835882952,0.8902420224790653,284.8682544329845,1,0.4080868228966577,545.8763596273427,1632.793072687563,1551.0591169148206,0.6368087125942948,477.9463424299319,217.69873089792242,"7,74"
44,031.png,697.3126452959689,1430.203920421299,126466,353124,191671,126466,444,1100,1021,1712,253.31264529596888,330.203920421299,0.9415560290176618,401.2748587495572,1,0.35813481949683396,801.3794357231785,2120.334269972017,2012.8844566800735,0.6598076913043706,766.8314667874998,258.3120986903954,"6,81"
45,026.png,455.26645134707655,894.8279702805801,75237,174762,101696,75237,275,646,674,1084,180.26645134707658,248.82797028058005,0.9194119591910569,309.5072271001752,1,0.430511209530676,571.1129485487087,1579.14841174689,1499.8080901416047,0.7398226085588421,533.9167979882948,209.98727696011264,"10,37"
